"Parent ID","Parent SKU","Product ID","Product SKU","Product Name","Slug","Permalink","Description","Excerpt","Type","Visibility","Featured","Virtual","Downloadable","Price","Sale Price","Sale Price Dates From","Sale Price Dates To","Weight","Weight Unit","Height","Height Unit","Width","Width Unit","Length","Length Unit","Category","Tag","Featured Image","Product Gallery","Tax Status","Tax Class","File Download","Download Limit","Download Expiry","Manage Stock","Quantity","Stock Status","Allow Backorders","Sold Individually","Cross-Sells","Product URL","Button Text","Purchase Note","Product Status","Comment Status"
,,"460","ZR-01","ZR-01: Zeatin Riboside Trans-Isomer [9-{B-D-RIBOFURANOSYL) -TRANS-ZEATIN] 250mg","zeatin-riboside-trans-isomer-9-b-d-ribofuranosyl-trans-zeatin-250mg","http://www.omegascientific.com/shop/zeatin-riboside-trans-isomer-9-b-d-ribofuranosyl-trans-zeatin-250mg/",,"CAS 6025-53-2","Simple","Hidden","No","No","No",,,,,".1","lbs","4","in","1.5","in","1.5","in","Antibiotics and Supplements",,,,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"461","ZT-01","ZT-01: Zeatin [6-(4-Hydroxy-3-methylbut-2-enylamino)purine] (trans isomer)","zeatin","http://www.omegascientific.com/shop/zeatin/","Naturally occuring cytokinin growth regulator. Zeatin promotes cell division and also influeces other steps of the cell cycle. High concentrations produce advantitious shoot formation. Other uses include prevention of leaf senescence, reversal of toxin affects on shoots and inhibiting excessive root formation. Off white to yellow crystals. Plant Cell culture tested.","<b>Zeatin [6-(4-Hydroxy-3-methylbut-2-enylamino)purine] (trans isomer)</b>

CAS 1637-39-4","Simple","Catalog & Search","No","No","No","1350",,,,".1","lbs","4","in","1.5","in","1.5","in","Antibiotics and Supplements","ZT-01|zt01","http://omegascientific.ogram.me/assets/ZT-01sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"486","DH-05","DH-05: Donor Horse Serum","donor-horse-serum","http://www.omegascientific.com/shop/donor-horse-serum/","Our Donor Horse Serum is collected from controlled donor herds.

Horse serum contains low trace metals and high protein versus Fetal Bovine Serum.

Suitable for use as a mycoplasma growth supplement, in diagnostic assays, and for culturing hematopoietic stem cells and neuronal cells.","Catalog #: DH-05

Volume: 500mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No","52",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Horse Serum",,"http://omegascientific.ogram.me/assets/DH-05sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"488","DH-07","DH-07: Donor Horse Serum, Heat Inactivated","donor-horse-serum-heat-inactivated","http://www.omegascientific.com/shop/donor-horse-serum-heat-inactivated/","Our Donor Horse Serum is collected from controlled donor herds.

Horse serum contains low trace metals and high protein versus Fetal Bovine Serum.

Suitable for use as a mycoplasma growth supplement, in diagnostic assays, and for culturing hematopoietic stem cells and neuronal cells.","Catalog #: DH-07

Volume: 500mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No","52",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Horse Serum","dh-07|equine|equine serum|heat inactivated|heated|horse|horse serum","http://omegascientific.ogram.me/assets/DH-07sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"489","NG-11","NG-11: Normal Goat Serum","goat-serum","http://www.omegascientific.com/shop/goat-serum/",,"Catalog #: NG-11

Volume: 500mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No","90.00",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Goat Serum","caprine|caprine serum|goat|Goat Serum","http://omegascientific.ogram.me/assets/NG-11sm21.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"672","BC-06","BC-06: Bovine Calf Serum, Heat Inactivated","bovine-calf-serum-heat-inactivated","http://www.omegascientific.com/shop/bovine-calf-serum-heat-inactivated/",,"Catalog #: BC-06

Volume: 500mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No","50",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Bovine Calf Serum","bc06 bc-06 bovine calf serum","http://omegascientific.ogram.me/assets/BC-06sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"765","NC-03","NC-03: Newborn Calf Serum","newborn-calf-serum","http://www.omegascientific.com/shop/newborn-calf-serum/",,"Catalog #: NC-03

Volume: 500mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No","55",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Bovine Calf Serum","NC-03|nc03","http://omegascientific.ogram.me/assets/NC-03sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"768","NC-04","NC-04: Newborn Calf Serum, Heat Inactivated","newborn-calf-serum-heat-inactivated","http://www.omegascientific.com/shop/newborn-calf-serum-heat-inactivated/",,"Catalog #: NC-04

Volume: 500mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No","55",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Bovine Calf Serum","NC-04|nc04","http://omegascientific.ogram.me/assets/NC-04sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"801","SW-10","SW-10: Water, Tissue Culture Grade","water-tissue-culture-grade","http://www.omegascientific.com/shop/water-tissue-culture-grade/",,"Catalog #: SW-10

Volume: 500 mL

Storage: 2-8º C","Simple","Catalog & Search","No","No","No",,,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Tissue Culture Media","SW-10|sw10","http://omegascientific.ogram.me/assets/SW-10-1sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"886","FB-15/100","FB-15/100: QuickShot Fetal Bovine Serum,  TET Free","fb-15-fetal-bovine-serum-tet-free-copy","http://www.omegascientific.com/shop/fb-15-fetal-bovine-serum-tet-free-copy/","&nbsp;

Tetracycline is an antibiotic commonly found in Fetal Bovine Serum which can cause problems for researchers using sensitive tet-inducing expression systems. Processed sera is screened for the presence of Tetracycline. This FBS has no detectable level of Tetracycline present.

<a href=""http://www.omegascientific.com/assets/MSDS-FBS.pdf"">MSDS</a>","Catalog #: FB-15/100

Volume: 100mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

No Tetracycline Detected

Low Hemoglobin lots (<15mg/dL) may be available.

Low Endotoxin lots (<1.0EU/mL) may be available.

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No","71",,,,".2","lbs","4.33071","in","2.12598","in","2.12598","in","Animal Sera>Fetal Bovine Serum","FB-15","http://www.omegascientific.com/assets/FB-15-118301-100ml1.png",,"Taxable",,,,,"Yes","75","In Stock","No","No",,,,,"Publish","Closed"
,,"925","FB-01/50","FB-01/50: QuickShot Fetal Bovine Serum, USDA Certified","fb-0150-quickshot-fetal-bovine-serum-usda-certified","http://www.omegascientific.com/shop/fb-0150-quickshot-fetal-bovine-serum-usda-certified/","USDA Approved FBS is collected entirely from USDA licensed abattoirs. Serum is maintained at or below 40°F from collection through sterile bottling to ensure superior performance. Sterility is guaranteed according to CFR title 9 testing procedures.","Catalog #: FB-01/50

Volume: 50mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Low Hemoglobin lots (<15mg/dL) may be available.

Low Endotoxin lots (<1.0EU/mL) may be available.

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","Yes","No","No","50",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Fetal Bovine Serum","fb-01|fb-01/50|fb01|Fetal|fetal bovine|fetal bovine serum|quickshot|serum","http://www.omegascientific.com/assets/FB-01-50ml.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"926","FB-02/50","FB-02/50: QuickShot Fetal Bovine Serum, USDA Certified Heat Inactivated","fb-0250-quickshot-fetal-bovine-serum-usda-certified-heat-inactivated","http://www.omegascientific.com/shop/fb-0250-quickshot-fetal-bovine-serum-usda-certified-heat-inactivated/","USDA Approved FBS is collected entirely from USDA licensed abattoirs. Serum is maintained at or below 40°F from collection through sterile bottling to ensure superior performance. Sterility is guaranteed according to CFR title 9 testing procedures.

Processed serum is thawed and then heated in a water bath at 56°C for 30 minutes.

The serum is swirled every 10 minutes to ensure proper integration of concentrated protein.

The “heat” inactivates the “complement” in the serum.

Complement is defined as a series of 20 proteins produced by the liver which amplify the action of antibodies.","Catalog #: FB-02/50

Volume: 50mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Low Hemoglobin lots (<15mg/dL) may be available.

Low Endotoxin lots (<1.0EU/mL) may be available.

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","Yes","No","No","50",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Fetal Bovine Serum","fb-02/50|fb02|fb02/50|Fetal|fetal bovine|fetal bovine serum|heat inactivated|quickshot|serum","http://www.omegascientific.com/assets/FB-02-50ml.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"927","FB-11/50","FB-11/50: QuickShot Fetal Bovine Serum, US Source","fb-1150-quickshot-fetal-bovine-serum-us-source","http://www.omegascientific.com/shop/fb-1150-quickshot-fetal-bovine-serum-us-source/","Omega Scientific's US Source FBS is collected entirely from USDA licensed abattoirs within the United States. Serum is maintained at or below 40°F from collection through sterile bottling to ensure superior performance. Sterility is guaranteed according to CFR title 9 testing procedures.","Catalog #: FB-11/50

Volume: 50mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Low Hemoglobin lots (<15mg/dL) may be available.

Low Endotoxin lots (<1.0EU/mL) may be available.

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","Yes","No","No","55",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Fetal Bovine Serum","fb-11/50|fb11|fb11/50|Fetal|fetal bovine|fetal bovine serum|quickshot|serum","http://www.omegascientific.com/assets/FB-11-50ml.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"928","FB-12/50","FB-12/50: QuickShot Fetal Bovine Serum, US Source Heat Inactivated","fb-1250-quickshot-fetal-bovine-serum-us-source-heat-inactivated","http://www.omegascientific.com/shop/fb-1250-quickshot-fetal-bovine-serum-us-source-heat-inactivated/","Omega Scientific's US Source  FBS is collected entirely from USDA licensed abattoirs within the United States. Serum is maintained at or below 40°F from collection through sterile bottling to ensure superior performance. Sterility is guaranteed according to CFR title 9 testing procedures.

Processed serum is thawed and then heated in a water bath at 56°C for 30 minutes.

The serum is swirled every 10 minutes to ensure proper integration of concentrated protein.

The “heat” inactivates the “complement” in the serum.

Complement is defined as a series of 20 proteins produced by the liver which amplify the action of antibodies.","Catalog #: FB-12/50

Volume: 50mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Low Hemoglobin lots (<15mg/dL) may be available.

Low Endotoxin lots (<1.0EU/mL) may be available.

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","Yes","No","No","54",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Fetal Bovine Serum","fb-12/50|fb12|fb12/50|Fetal|fetal bovine|fetal bovine serum|heat inactivated|quickshot|serum","http://www.omegascientific.com/assets/FB-12-50ml.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"1130","P3946-5K4","Labnet V-Pette? Starter Kit","labnet-v-pette-starter-kit","http://www.omegascientific.com/shop/labnet-v-pette-starter-kit/",,"This liquid handling starter kit includes:
<ul>
	<li>Set of 4 color pipettors and accessories</li>
	<li>Volume  range from 0.5µL to 1000 µL</li>
	<li>Universal 4-position pipette stand</li>
	<li>Universal pipette tip compatibility</li>
	<li>Includes 3 racks of pipette tips</li>
</ul>
<a href=""http://www.omegascientific.com/assets/Omega-Scientific-Flyer_Pipettes_v1.pdf"">Pipette Specifications</a>","Simple","Catalog & Search","No","No","No","349.00",,,,"2","lbs","10","in","10","in","10","in","Benchtop Laboratory Equipment","kit|labnet|pipette|pipettor|v-pette|vpette","http://www.omegascientific.com/assets/Vpette-1.jpg","1132|1131","Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"1140","C1012","Benchmark myFuge? 12","benchmark-myfuge-12","http://www.omegascientific.com/shop/benchmark-myfuge-12/",,"A personal centrifuge with high capacity and flexibility.
<ul>
	<li>Near Silent Operation</li>
	<li>Start and stop with lid closing / opening</li>
	<li>Low profile design</li>
</ul>
COMBI-Rotor Configurations:
<ul>
	<li>12 x 1.5/2.0 mL tubes</li>
	<li>32 x 0.2 mL PCR tubes</li>
	<li>4 x PCR strips (9 x 0.2 mL)</li>
</ul>
&nbsp;

TECHNICAL DATA:
<ul>
	<li>Speed: 5,500 RPM / 2000 xg</li>
	<li>Dimensions: 14 x 20 x 11.2 cm</li>
	<li>Weight: 1 kg</li>
	<li>Electrical: Universal Voltage (100-240 V, 50-60 Hz) 300W</li>
	<li>1 Year Warranty</li>
</ul>","Simple","Catalog & Search","No","No","No","359.00",,,,"2.2","lbs","4.4","in","7.9","in","5.5","in","Benchtop Laboratory Equipment","c1012|microcentrifuge|microcentrifuges","http://www.omegascientific.com/assets/C1012-MyFuge-Closed-HR-EM.jpg","1142","Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"1146","C1005","Benchmark myFuge? 5","benchmark-myfuge-5","http://www.omegascientific.com/shop/benchmark-myfuge-5/",,"A micro centrifuge that includes a 4 position rotor for compatibility with a  variety of 5 mL test tubes.
<ul>
	<li>For quick spin-downs</li>
	<li>Includes adapters for 5 mL blood tubes</li>
	<li>Starts and stops with the closing and opening of the lid</li>
	<li>Conserves your valuable bench space</li>
</ul>
Capacity
<ul>
	<li>4 x 5 mL tubes</li>
	<li>4 x 1.5 / 2.0 mL PCR tubes</li>
</ul>
TECHNICAL DATA:
<ul>
	<li>Speed: 5,500 rpm / 2000 xg</li>
	<li>Dimensions: 14 x 20 x 14 cm</li>
	<li>Weight: 1 kg</li>
	<li>Electrical: Universal Voltage 100-240 V, 50-60 Hz, 250 W</li>
	<li>1 Year Warranty</li>
</ul>","Simple","Catalog & Search","No","No","No","369.00",,,,"2.2","lbs","5.5","in","7.9","in","5.5","in","Benchtop Laboratory Equipment","benchmark|C1005|centrifuge|micro centrifuge|microcentrifuge|mini centrifuge","http://www.omegascientific.com/assets/C1005-MyFuge5-no-drop-shadow-HR-EM1.jpg",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"1148","C1612","Benchmark MC-12?","benchmark-mc-12","http://www.omegascientific.com/shop/benchmark-mc-12/",,"A compact microcentrifuge capable of achieving 16,000 xg for molecular biology and DNA protocols.
<ul>
	<li>Maintenance free drive system</li>
	<li>Whisper-Quiet Operation</li>
	<li>Decelerates in just 10 seconds</li>
	<li>Large LCD with rcf conversion</li>
</ul>
CAPACITY:
<ul>
	<li>12 x 1.5 / 2.0 mL tubes</li>
</ul>
TECHNICAL DATA:
<ul>
	<li>Speed: 200 - 15500 rpm / up to 16,100 xg</li>
	<li>Speed Increment: 100 rpm or 100 rcf</li>
	<li>Deceleration: 10 seconds</li>
	<li>Acceleration: 12 seconds</li>
	<li>Timer: 20 seconds to 99 minutes / cont.</li>
	<li>Momentary: Yes</li>
	<li>Weight: 4.8 kgs</li>
	<li>Electrical: 115 V / 50 Hz or 230 V / 60 Hz</li>
	<li>1 Year Warranty</li>
</ul>","Simple","Catalog & Search","No","No","No","1149.00",,,,"10.5","lbs","5.9","in","10.6","in","8.7","in","Benchtop Laboratory Equipment","mc-12 microcentrifuge|mc12|micro centrifuge","http://www.omegascientific.com/assets/C1612-MC12-MicroCentrifuge-HR-EM.jpg","1150|1151","Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"1155","TC9610","Labnet MultiGene? OptiMax Thermal Cycler","labnet-multigene-optimax-thermal-cycler","http://www.omegascientific.com/shop/labnet-multigene-optimax-thermal-cycler/",,"Simple to program thermal cycling unit ideal for Genotyping.
<ul>
	<li>Unique Flexible Programming</li>
	<li>Programmable Temp Range of 4ºC to 99.9º C</li>
	<li>Gradient Temp Range: 30º C - 99º C</li>
	<li>Maximum difference of 24º C between blocks</li>
	<li>Fast ramp rates 5º C heating / 3-5º C cooling</li>
	<li>Simple user interface</li>
	<li>No condensation after overnight cooling at 4º C</li>
	<li>Fully Adjustable Heated Lid</li>
</ul>
SAMPLE CAPACITY:

1 x 96 well plate

128 x 0.3 mL strip tubes

96 x 0.2 mL tubes

TECHNICAL DATA:
<ul>
	<li>Calculated or Block Temperature Control</li>
	<li>Heating/Cooling method: Peltier</li>
	<li>6-segment Temp Blocks: 6 Temp Blocks in 4 x 4 well formats</li>
	<li>Programmable lid temp: 60-65º C, 100-115º C</li>
	<li>Program memory: 200 complete programs</li>
	<li>Temp/Time Increments and Decrements</li>
	<li>User program folders: 50 sets</li>
	<li>Communication: USB and RS232 Ports</li>
	<li>Dimensions: 24 x 42 x 25 cm</li>
	<li>Weight: 9 kg</li>
	<li>Warranty: 3 years</li>
</ul>
<a href=""http://www.omegascientific.com/assets/Omega-Scientific-Flyer_Thermal-Cyclers_v1.pdf"">Product Flyer with Additional Technical Data</a>","Simple","Catalog & Search","No","No","No","5750.00",,,,"20","lbs","9.9","in","16.5","in","9.5","in","Benchtop Laboratory Equipment",,"http://www.omegascientific.com/assets/multigene-TC.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"1158","B3D5000","Benchmark BenchWaver? 3-D Rocker","benchmark-benchwaver-3-d-rocker","http://www.omegascientific.com/shop/benchmark-benchwaver-3-d-rocker/",,"This 3 dimensional rocker combines a basic, traditional rocking motion with the circular motion of an orbital shaker.

This undulating motion on 3 planes is ideal for molecular biology applications.
<ul>
	<li>Adjustable speed and tilt angle</li>
	<li>Large, 13 inch platform</li>
	<li>Ideal for staining, washing, and general mixing</li>
</ul>
TECHNICAL DATA
<ul>
	<li>Speed 5-105 RPM</li>
	<li>Tilt Angle Adjustable, 0º - 10º</li>
	<li>Platform Dimensions: 33 x 34.3 x 24.75 cm</li>
	<li>Operating Temp Range: +2º C to +60º C</li>
	<li>Load Capacity: Up to 9 kg</li>
	<li>Timer: 1 minute to 99 hours</li>
	<li>Weight: 5.5 kg</li>
	<li>Warranty: 2 years</li>
</ul>","Simple","Catalog & Search","No","No","No","1149.00",,,,"12","lbs","9.75","in","13.5","in","13","in","Benchtop Laboratory Equipment","3d rockers|B3D5000|rockers|shakers|undulating","http://www.omegascientific.com/assets/B3D5000-BenchWaver-HR-EM.jpg",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
